0 1
0 6
0 9
0 10
0 11
0 12
0 13
0 14
0 16
0 18
0 21
0 22
0 25
0 27
0 28
0 29
0 30
0 31
0 32
0 33
0 37
0 39
0 40
0 41
0 43
0 46
0 47
0 51
0 52
0 53
0 55
0 61
0 64
0 66
0 68
0 69
0 70
0 72
0 73
0 75
0 77
0 78
0 81
0 86
0 87
0 88
0 90
1 2
1 4
1 5
1 6
1 10
1 13
1 14
1 15
1 16
1 24
1 27
1 29
1 33
1 35
1 36
1 38
1 41
1 44
1 49
1 52
1 53
1 54
1 56
1 57
1 58
1 60
1 65
1 66
1 68
1 71
1 75
1 80
1 84
1 87
1 88
1 93
1 94
1 97
1 99
2 5
2 6
2 7
2 11
2 12
2 13
2 15
2 16
2 17
2 18
2 19
2 27
2 29
2 30
2 31
2 33
2 34
2 41
2 43
2 44
2 46
2 48
2 49
2 55
2 64
2 69
2 70
2 71
2 72
2 76
2 81
2 82
2 86
2 87
2 89
2 93
2 96
2 98
3 5
3 7
3 8
3 9
3 13
3 14
3 15
3 17
3 19
3 21
3 22
3 24
3 26
3 30
3 31
3 32
3 36
3 39
3 41
3 42
3 43
3 44
3 49
3 50
3 51
3 55
3 59
3 63
3 65
3 67
3 70
3 71
3 74
3 75
3 76
3 77
3 81
3 82
3 83
3 85
3 86
3 87
3 98
3 99
4 6
4 8
4 9
4 12
4 14
4 15
4 16
4 17
4 24
4 25
4 30
4 32
4 36
4 38
4 39
4 42
4 43
4 46
4 49
4 50
4 53
4 54
4 56
4 57
4 58
4 63
4 67
4 70
4 71
4 73
4 75
4 81
4 83
4 86
4 87
4 88
4 90
4 91
4 95
4 97
4 98
4 99
5 15
5 16
5 20
5 24
5 25
5 26
5 27
5 29
5 32
5 33
5 34
5 36
5 38
5 43
5 44
5 49
5 51
5 52
5 53
5 54
5 55
5 56
5 58
5 59
5 66
5 67
5 70
5 71
5 72
5 77
5 81
5 87
5 91
5 92
5 93
5 96
5 97
5 99
6 12
6 13
6 16
6 18
6 20
6 22
6 23
6 24
6 26
6 27
6 29
6 30
6 31
6 32
6 33
6 34
6 35
6 36
6 37
6 42
6 43
6 45
6 46
6 47
6 48
6 53
6 54
6 55
6 57
6 59
6 61
6 64
6 66
6 70
6 74
6 75
6 78
6 79
6 80
6 82
6 87
6 90
6 92
6 93
6 96
7 9
7 12
7 13
7 15
7 17
7 20
7 21
7 29
7 31
7 32
7 37
7 40
7 43
7 44
7 47
7 48
7 49
7 61
7 66
7 67
7 72
7 75
7 80
7 81
7 83
7 85
7 86
7 88
7 89
7 90
7 91
7 93
7 95
7 96
8 13
8 15
8 19
8 22
8 24
8 28
8 34
8 41
8 42
8 48
8 49
8 50
8 56
8 58
8 62
8 63
8 74
8 75
8 78
8 79
8 83
8 84
8 87
8 91
8 93
