0 1
0 5
0 6
0 7
0 9
0 12
0 14
0 15
0 16
0 17
0 20
0 21
0 23
0 25
0 26
0 27
0 28
0 29
0 30
0 32
0 33
0 34
0 35
0 37
0 38
0 40
0 41
0 42
0 49
0 54
0 58
0 60
0 64
0 65
0 70
0 73
0 74
0 79
1 3
1 4
1 11
1 13
1 14
1 17
1 18
1 19
1 20
1 23
1 28
1 30
1 33
1 39
1 40
1 41
1 44
1 45
1 54
1 56
1 58
1 60
1 64
1 67
1 71
1 77
1 78
2 5
2 6
2 7
2 8
2 9
2 10
2 12
2 15
2 20
2 25
2 26
2 27
2 34
2 37
2 40
2 41
2 42
2 43
2 45
2 46
2 48
2 51
2 52
2 57
2 59
2 61
2 63
2 69
2 70
2 73
2 75
2 76
2 77
3 4
3 6
3 7
3 9
3 12
3 13
3 17
3 18
3 25
3 28
3 29
3 32
3 33
3 34
3 37
3 40
3 42
3 44
3 45
3 47
3 48
3 55
3 56
3 57
3 61
3 64
3 68
3 71
3 72
3 73
3 75
3 77
3 79
4 6
4 14
4 17
4 19
4 20
4 22
4 23
4 27
4 33
4 34
4 35
4 38
4 39
4 43
4 45
4 52
4 54
4 55
4 56
4 58
4 59
4 60
4 63
4 71
4 72
4 75
4 76
4 78
4 79
5 7
5 9
5 10
5 11
5 12
5 16
5 17
5 21
5 22
5 24
5 26
5 30
5 34
5 41
5 42
5 43
5 44
5 49
5 50
5 52
5 53
5 58
5 59
5 60
5 64
5 68
5 69
5 70
6 10
6 11
6 13
6 14
6 21
6 22
6 23
6 25
6 28
6 36
6 37
6 39
6 40
6 42
6 46
6 52
6 55
6 56
6 58
6 59
6 62
6 64
6 65
6 66
6 69
6 70
6 73
6 77
7 9
7 12
7 15
7 16
7 19
7 20
7 22
7 23
7 26
7 32
7 34
7 39
7 40
7 41
7 43
7 45
7 47
7 48
7 49
7 51
7 53
7 62
7 63
7 65
7 68
7 73
7 75
7 77
7 79
8 10
8 11
8 12
8 13
8 15
8 18
8 19
8 27
8 30
8 31
8 33
8 43
8 47
8 48
8 51
8 52
8 57
8 61
8 62
8 63
8 65
8 66
8 67
8 69
8 78
9 14
9 16
9 20
9 21
9 23
9 24
9 26
9 31
9 34
9 37
9 39
9 41
9 43
9 45
9 46
9 50
9 51
9 52
9 57
9 58
9 61
9 63
9 65
9 66
9 67
9 68
9 69
9 74
9 75
9 77
9 78
10 12
10 15
10 18
10 20
10 24
10 28
10 31
10 33
10 34
10 36
10 38
10 40
10 45
10 46
10 50
10 51
10 52
10 53
10 55
10 56
10 60
10 61
10 65
10 66
10 67
10 70
10 75
10 76
10 79
11 14
11 16
11 21
11 22
11 23
11 27
11 31
11 32
11 33
11 35
11 36
11 39
11 40
11 44
11 45
11 46
11 47
11 48
11 51
11 56
11 58
11 59
11 65
11 68
11 69
11 72
11 74
11 78
12 13
12 14
12 16
12 17
12 20
12 21
12 23
12 25
12 27
12 31
12 32
12 39
12 40
12 45
12 46
12 47
12 48
12 53
12 57
12 59
12 62
12 64
12 67
12 68
12 69
12 71
12 72
12 74
12 77
12 79
13 17
13 20
13 22
13 25
13 27
13 28
13 34
13 40
13 46
13 52
13 53
13 54
13 56
13 60
13 65
13 66
13 72
13 77
14 15
14 17
14 18
14 21
14 22
14 24
14 27
14 30
14 33
14 34
14 35
14 36
14 37
14 39
14 40
14 42
14 43
14 49
14 52
14 62
14 64
14 65
14 69
14 70
14 75
14 76
14 79
15 17
15 20
15 21
15 23
15 30
15 32
15 33
15 44
15 46
15 47
15 52
15 53
15 57
15 61
15 64
15 69
15 76
15 77
16 20
16 21
16 22
16 24
16 26
16 32
16 34
16 35
16 38
16 42
16 43
16 44
16 49
16 50
16 51
16 54
16 55
16 59
16 61
16 65
16 66
16 70
16 71
16 72
16 74
16 75
16 76
16 78
17 26
17 28
17 34
17 35
17 39
17 40
17 43
17 45
17 47
17 48
17 49
17 51
17 52
17 54
17 55
17 56
17 58
17 69
17 70
17 72
17 74
17 76
17 78
17 79
18 19
18 22
18 23
18 25
18 26
18 27
18 30
18 33
18 36
18 38
18 42
18 46
18 47
18 50
18 54
18 55
18 58
18 59
18 60
18 67
18 72
18 73
18 74
18 77
18 78
19 22
19 25
19 29
19 31
19 32
19 33
19 35
19 40
19 41
19 47
19 49
19 52
19 54
19 55
19 56
19 58
19 59
19 62
19 64
19 65
19 66
19 68
19 71
19 74
19 76
19 77
19 79
20 21
20 22
20 26
20 28
20 29
20 30
20 31
20 38
20 40
20 44
20 45
20 46
20 47
20 53
20 54
20 55
20 56
20 58
20 59
20 60
20 64
20 67
20 68
20 73
20 75
20 79
21 24
21 25
21 28
21 32
21 33
21 35
21 38
21 39
21 40
21 42
21 43
21 47
21 48
21 51
21 55
21 56
21 57
21 58
21 60
21 63
21 65
21 67
21 72
21 73
21 74
21 77
21 79
22 24
22 26
22 28
22 29
22 30
22 32
22 34
22 36
22 37
22 39
22 41
22 42
22 43
22 50
22 52
22 54
22 55
22 57
22 65
22 66
22 70
22 71
22 72
22 73
22 74
22 75
22 77
23 24
23 25
23 26
23 27
23 28
23 31
23 32
23 34
23 37
23 39
23 40
23 41
23 48
23 53
23 56
23 57
23 58
23 59
23 60
23 66
23 67
23 69
23 75
23 77
24 25
24 26
24 27
24 28
24 30
24 31
24 42
24 46
24 47
24 48
24 55
24 56
24 57
24 58
24 59
24 60
24 61
24 62
24 64
24 67
24 73
24 76
24 78
25 34
25 35
25 38
25 39
25 42
25 45
25 46
25 49
25 52
25 53
25 56
25 57
25 62
25 64
25 70
25 74
25 76
25 77
25 79
26 27
26 29
26 32
26 36
26 39
26 41
26 42
26 43
26 44
26 45
26 47
26 51
26 52
26 55
26 58
26 65
26 71
26 73
26 75
26 77
26 79
27 29
27 32
27 34
27 36
27 37
27 41
27 42
27 45
27 46
27 54
27 57
27 63
27 70
27 72
27 73
27 77
28 32
28 34
28 35
28 38
28 41
28 42
28 43
28 46
28 57
28 64
28 66
28 67
28 69
28 70
28 72
28 75
28 77
29 31
29 33
29 35
29 39
29 42
29 43
29 48
29 49
29 50
29 51
29 57
29 63
29 64
29 68
29 70
29 72
29 74
29 75
29 76
29 79
30 31
30 35
30 36
30 37
30 42
30 44
30 48
30 50
30 55
30 56
30 57
30 60
30 67
30 68
30 72
30 74
30 77
30 79
31 37
31 43
31 45
31 47
31 50
31 53
31 57
31 58
31 60
31 63
31 64
31 71
31 73
31 77
31 78
31 79
32 33
32 34
32 35
32 42
32 46
32 48
32 52
32 53
32 60
32 63
32 65
32 66
32 73
32 74
33 35
33 36
33 39
33 40
33 43
33 44
33 50
33 54
33 55
33 58
33 63
33 69
33 78
34 36
34 41
34 42
34 53
34 54
34 56
34 57
34 59
34 68
34 69
34 70
34 76
34 77
35 37
35 38
35 39
35 40
35 41
35 45
35 46
35 47
35 53
35 56
35 58
35 59
35 60
35 61
35 62
35 63
35 64
35 65
35 66
35 67
35 72
35 73
35 75
35 78
36 38
36 39
36 40
36 45
36 48
36 50
36 55
36 56
36 57
36 60
36 62
36 63
36 65
36 68
36 72
36 75
36 76
36 77
36 79
37 38
37 41
37 44
37 45
37 50
37 51
37 54
37 60
37 61
37 63
37 65
37 67
37 68
37 70
37 71
37 77
37 78
38 39
38 40
38 41
38 42
38 43
38 46
38 48
38 49
38 50
38 53
38 54
38 57
38 58
38 59
38 62
38 63
38 64
38 65
38 68
38 70
38 71
38 72
38 77
38 78
39 41
39 42
39 47
39 53
39 54
39 58
39 63
39 64
39 65
39 68
39 70
39 71
39 75
39 76
39 78
40 46
40 48
40 49
40 50
40 54
40 55
40 58
40 65
40 66
40 67
40 68
40 72
40 78
41 42
41 43
41 46
41 52
41 55
41 61
41 68
41 69
41 71
41 72
41 76
41 77
41 78
42 45
42 46
42 49
42 52
42 57
42 63
42 64
42 66
42 72
42 73
42 75
42 76
42 78
43 49
43 51
43 55
43 56
43 57
43 61
43 64
43 65
43 66
43 69
43 70
43 71
43 77
43 78
44 49
44 50
44 53
44 60
44 63
44 66
44 67
44 68
44 70
44 72
44 77
44 78
44 79
45 47
45 49
45 51
45 53
45 55
45 56
45 59
45 60
45 61
45 63
45 67
45 72
45 73
45 77
45 78
46 52
46 53
46 55
46 59
46 76
46 79
47 48
47 53
47 54
47 56
47 59
47 63
47 67
47 74
48 54
48 55
48 57
48 58
48 60
48 61
48 63
48 64
48 65
48 69
48 71
48 74
48 75
48 76
48 79
49 51
49 53
49 60
49 62
49 64
49 65
49 69
49 71
49 76
49 77
50 53
50 54
50 57
50 58
50 63
50 64
50 65
50 69
50 70
50 74
50 76
50 77
50 78
51 54
51 55
51 57
51 59
51 62
51 63
51 64
51 67
51 68
51 69
51 71
51 73
51 76
51 77
51 79
52 56
52 57
52 60
52 61
52 64
52 68
52 70
52 72
52 74
52 77
53 54
53 56
53 59
53 63
53 64
53 66
53 68
53 71
53 72
53 73
53 74
53 75
53 76
54 55
54 56
54 57
54 58
54 60
54 62
54 63
54 64
54 65
54 66
54 69
54 70
54 71
54 74
54 75
54 76
55 56
55 57
55 61
55 63
55 66
55 68
55 69
55 71
55 75
55 76
55 77
55 79
56 59
56 60
56 62
56 63
56 70
56 72
56 75
56 79
57 58
57 60
57 61
57 63
57 64
57 65
57 66
57 67
57 68
57 72
57 73
57 74
57 75
57 77
57 79
58 59
58 61
58 62
58 63
58 65
58 72
58 75
59 60
59 62
59 66
59 69
59 71
59 73
60 62
60 65
60 66
60 67
60 68
60 70
60 73
60 77
61 62
61 66
61 69
61 70
61 71
61 74
61 75
61 76
61 77
61 78
61 79
62 65
62 66
62 68
62 72
62 74
62 76
62 77
63 64
63 66
63 67
63 68
63 73
63 75
63 76
63 77
63 79
64 65
64 73
64 75
64 76
65 68
65 70
65 71
65 73
65 77
65 78
66 67
66 71
66 73
66 74
66 75
66 76
66 78
67 69
67 71
67 78
68 69
68 71
68 73
68 74
68 75
68 78
69 70
69 71
69 74
69 76
69 78
69 79
70 71
70 75
70 77
71 74
71 76
71 78
71 79
72 73
72 77
73 78
74 76
74 79
77 79
78 79
43
73 3 
